ImageNumber,Image_FileName_OrigER,Image_FileName_OrigHoechst,Image_FileName_OrigMito,Image_FileName_OrigPh_golgi,Image_FileName_OrigSyto,Image_Metadata_ASSAY_WELL_ROLE,Image_Metadata_BROAD_ID,Image_Metadata_CPD_MMOL_CONC,Image_Metadata_CPD_PLATE_MAP_NAME,Image_Metadata_CPD_SMILES,Image_Metadata_CPD_WELL_POSITION,Image_Metadata_PlateID,Image_Metadata_SOURCE_COMPOUND_NAME,Image_Metadata_SOURCE_NAME,Image_Metadata_Site,Image_Metadata_Time,Image_PathName_OrigER,Image_PathName_OrigHoechst,Image_PathName_OrigMito,Image_PathName_OrigPh_golgi,Image_PathName_OrigSyto
646,IXMtest_C24_s7_w20BC2CD82-6A68-4283-8D2F-C1D56A7B84DF.tif,IXMtest_C24_s7_w1935C844B-A5ED-4B30-8E73-3FAF84480C1A.tif,IXMtest_C24_s7_w509A47CDE-2603-4F36-8F6C-153509DF93B0.tif,IXMtest_C24_s7_w45A0CEACB-F7EC-41DD-B96D-2A64756CF719.tif,IXMtest_C24_s7_w34C0283B2-D621-47F3-9ED4-F61660770803.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,7,1.26756E+12,20585/,20585/,20585/,20585/,20585/
647,IXMtest_C24_s8_w25593115D-96D4-46DF-B2A4-DFB55B8A4119.tif,IXMtest_C24_s8_w18A0A07D7-C7CD-47D3-8A7A-4043C791FA55.tif,IXMtest_C24_s8_w59D9AF935-011B-464A-9B7D-DB5456582172.tif,IXMtest_C24_s8_w4208B0CEC-93A6-4500-B383-3D010F9B8C5F.tif,IXMtest_C24_s8_w3B90D553B-9016-46DE-B010-1CEF5CE69C56.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,8,1.26756E+12,20585/,20585/,20585/,20585/,20585/
648,IXMtest_C24_s9_w248D0FBF9-51B7-4F36-8BB6-480335B731BF.tif,IXMtest_C24_s9_w13184A67B-B0B9-4DCE-9CFC-940301996EC4.tif,IXMtest_C24_s9_w5249950E3-7007-4010-8435-AA2D3EF528CA.tif,IXMtest_C24_s9_w455D6CE29-2BBD-4CC4-BF40-0D2B42D57548.tif,IXMtest_C24_s9_w329D4A7B4-3DD3-436B-B479-99760954B906.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,9,1.26756E+12,20585/,20585/,20585/,20585/,20585/
649,IXMtest_D01_s1_w223FEC153-7E28-4E31-9762-E0F157B9E47C.tif,IXMtest_D01_s1_w1ADE4CBFB-6BA8-4671-9EF5-37C2C39F4801.tif,IXMtest_D01_s1_w58B6E74C2-AE67-4272-B00E-5F094C59675E.tif,IXMtest_D01_s1_w40421351A-C8E8-4CC1-8765-CAFB5C6DFBA1.tif,IXMtest_D01_s1_w3862686E5-80A4-45CC-9361-8929A27E9F60.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
650,IXMtest_D01_s2_w2AF5B58A9-923A-467B-A7A7-04B69847D68D.tif,IXMtest_D01_s2_w1DB509E0C-66BC-42DA-9BF9-E39C7DA90164.tif,IXMtest_D01_s2_w5C1BF0E03-01BF-4055-A6DC-8B5650BAC557.tif,IXMtest_D01_s2_w4544A134A-F434-4822-88E7-9E740EFAA678.tif,IXMtest_D01_s2_w3C30DED9C-8DD1-431D-99D4-5841029060BE.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
651,IXMtest_D01_s3_w2CC7593C8-1B11-4039-A450-3BBFB1E86AD6.tif,IXMtest_D01_s3_w1C1778BBE-3D22-408B-86A1-2A23A59FAA3D.tif,IXMtest_D01_s3_w5CFDB460E-CDDA-4C25-A658-534ED4BD02C7.tif,IXMtest_D01_s3_w40EF53DF8-F4BF-4B35-8077-DF4599B05F2D.tif,IXMtest_D01_s3_w3A83E0870-2885-4DDA-B854-F2ED4F625A6D.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
652,IXMtest_D01_s4_w2FCA8290D-E31C-4175-B5B7-CFEC60A19EFE.tif,IXMtest_D01_s4_w1D8F5CF49-7A2E-49DC-8363-2498AC011598.tif,IXMtest_D01_s4_w509812D65-4147-4C63-BA52-F9E9955BA2B6.tif,IXMtest_D01_s4_w47E7C9383-C9FA-449C-B808-5695E6975246.tif,IXMtest_D01_s4_w34E8CEB7B-9A1D-4431-B72E-F55FDC927828.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
653,IXMtest_D01_s5_w207595B5A-14E9-4E90-ACDA-4D469F4D3B47.tif,IXMtest_D01_s5_w1B450D3D6-506F-49B3-B5A3-8A51ABDCC14C.tif,IXMtest_D01_s5_w5E0DF5039-81B1-4B38-B131-412730201056.tif,IXMtest_D01_s5_w46D23947E-DFE2-498F-BFDE-68C9DE934D04.tif,IXMtest_D01_s5_w30861548E-CD86-470B-8C95-EB94A5474025.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,5,1.26754E+12,20585/,20585/,20585/,20585/,20585/
654,IXMtest_D01_s6_w265C6C856-92EE-431F-A515-FD3463AA86DE.tif,IXMtest_D01_s6_w1133F1542-5358-404C-8C6E-551F8448DD74.tif,IXMtest_D01_s6_w5383072A0-7B94-4E31-8352-3C01F10F5744.tif,IXMtest_D01_s6_w4850EFD2F-A98C-40D9-9E42-0D8A4DEA8CCA.tif,IXMtest_D01_s6_w3BA5836B7-69B6-4306-B937-FA7C05EA926B.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,6,1.26754E+12,20585/,20585/,20585/,20585/,20585/
655,IXMtest_D01_s7_w29B5C6E6B-E227-4544-A9D3-0711AC4A931F.tif,IXMtest_D01_s7_w1AA0FB67A-351D-4585-8969-16C531D62128.tif,IXMtest_D01_s7_w5A3F42563-72BE-42FC-878D-95134C5A1005.tif,IXMtest_D01_s7_w4DEDE6571-CF42-45BB-8314-400EF51F8E05.tif,IXMtest_D01_s7_w3673262C6-6AB9-46D0-AF56-5A0757B99E9F.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,7,1.26754E+12,20585/,20585/,20585/,20585/,20585/
656,IXMtest_D01_s8_w27E3195FF-DD72-496A-8E25-F82A8F3F0533.tif,IXMtest_D01_s8_w10372F184-94D9-4A41-9F83-023FC9D74C1B.tif,IXMtest_D01_s8_w5EAE2CC01-1A08-40B8-A995-25DDFD13F03C.tif,IXMtest_D01_s8_w409804873-6C27-4489-9EFB-7DD9E50212CA.tif,IXMtest_D01_s8_w3AECEBF60-7E0B-4C40-A08E-1D41F347F8C3.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,8,1.26754E+12,20585/,20585/,20585/,20585/,20585/
657,IXMtest_D01_s9_w2D2D0D032-56A7-49F3-9E6D-912D7F73EE7F.tif,IXMtest_D01_s9_w1A3B10829-CDD9-4B86-9DA0-DD3499593098.tif,IXMtest_D01_s9_w59F0CCC6F-AE6A-479E-888B-99B9AE5E838A.tif,IXMtest_D01_s9_w469C05ED1-99FF-4DA1-8137-88B675C8A96D.tif,IXMtest_D01_s9_w3898C2359-EBBB-422A-9261-EBF23B476F42.tif,compound,BRD-K88809146-003-02-1,5.89444418,H-BIOA-002-1,N[C@H]1C[C@@H]1c2ccccc2,D01,20585,Tranylcypromine hydrochloride,Prestwick Chemical Inc.,9,1.26754E+12,20585/,20585/,20585/,20585/,20585/
658,IXMtest_D02_s1_w2F3BC15C8-6758-4E29-8551-7CF9FDFCB9AF.tif,IXMtest_D02_s1_w1BADF8BA0-8F47-4BCA-8428-D6C5D30CFE3E.tif,IXMtest_D02_s1_w54738DC52-3FBB-45A5-BE58-4B144DC9A5C4.tif,IXMtest_D02_s1_w43B436944-4BB1-4EAA-94D0-2EC4155A79FA.tif,IXMtest_D02_s1_w30B02155F-A8F4-414A-A3C3-AE80F6D477A5.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
659,IXMtest_D02_s2_w2C7450DB7-20EE-40B2-A3B9-0E1D42B64409.tif,IXMtest_D02_s2_w1573DDD7D-06C6-4051-9711-8C91EDF32A54.tif,IXMtest_D02_s2_w59DB10155-6E50-4663-9165-92A8F483FD0F.tif,IXMtest_D02_s2_w4FBFD2CC4-D3B4-43E1-B352-F968234B8318.tif,IXMtest_D02_s2_w33C3DF7AB-3770-42AD-B316-A0C3A6E0AE0C.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
660,IXMtest_D02_s3_w2F69CB23A-3CBB-4746-A8F7-24275C7B073E.tif,IXMtest_D02_s3_w1A6B21C5A-3A14-4AC1-B751-470E9C3D8E44.tif,IXMtest_D02_s3_w55AF531CA-1B8C-46C1-A937-7DEB7979BC26.tif,IXMtest_D02_s3_w48BF550F5-825D-4377-8160-61945FEC5811.tif,IXMtest_D02_s3_w39613E944-E03B-49E0-B382-102F7B3379B0.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
661,IXMtest_D02_s4_w2B7E35DD2-28CD-47B8-B782-6353F4C59A98.tif,IXMtest_D02_s4_w15BDC9563-E29A-4184-B86C-8251BD5F2C41.tif,IXMtest_D02_s4_w56053626F-ECE9-4C77-8D45-D2DB2053537C.tif,IXMtest_D02_s4_w4877A860F-1572-4E98-93B5-1356F32ED4A6.tif,IXMtest_D02_s4_w315F7B3B8-FE86-4F66-8045-3627EB07EFCB.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
662,IXMtest_D02_s5_w2800F1202-8DC3-4755-A738-2916020CB6B7.tif,IXMtest_D02_s5_w184E4D96E-29C5-4530-AF1A-C46C2F73FDC6.tif,IXMtest_D02_s5_w5EBCB047A-A809-456D-8EBB-33E6799A3CDA.tif,IXMtest_D02_s5_w42E3E5F00-2C2F-45F0-AA0E-F5741E45E5A0.tif,IXMtest_D02_s5_w3376E1E89-0634-4C0C-B45D-E72F5AC36506.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,5,1.26754E+12,20585/,20585/,20585/,20585/,20585/
663,IXMtest_D02_s6_w2108856D2-4EF0-45F1-B372-C0CB4199BC9A.tif,IXMtest_D02_s6_w129F62B3F-2D95-478E-87AC-F90B4FD336F7.tif,IXMtest_D02_s6_w5DE5E50A0-883C-4DC5-B278-BBAC6F14A18D.tif,IXMtest_D02_s6_w47CE932B7-0E6E-4BB9-AC54-E2370A09DB5C.tif,IXMtest_D02_s6_w33537943D-AD8D-454E-85C0-4BBE4E7CA71A.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,6,1.26754E+12,20585/,20585/,20585/,20585/,20585/
664,IXMtest_D02_s7_w29B9EEFA5-2BF6-4746-A6F9-313BBAE6FF6A.tif,IXMtest_D02_s7_w1A012192C-1D48-45BE-81DA-C570792F9710.tif,IXMtest_D02_s7_w5277127F0-5270-4D2B-8A75-569BEF282747.tif,IXMtest_D02_s7_w46D9B5369-D8CD-471D-A7F2-F23028EB6654.tif,IXMtest_D02_s7_w3E64F8FE2-16C0-4F25-B548-7113667A3403.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,7,1.26754E+12,20585/,20585/,20585/,20585/,20585/
665,IXMtest_D02_s8_w25D8E98F9-D44A-4FC9-B4CC-113BF6C26DCA.tif,IXMtest_D02_s8_w1D6BA5A02-43F3-4159-B514-B515670DE722.tif,IXMtest_D02_s8_w5E387C470-DB7D-481B-86AD-D4C13789679F.tif,IXMtest_D02_s8_w48870EA5C-24FE-4FC3-A77A-3EEEAE061812.tif,IXMtest_D02_s8_w30774EE43-0C72-40C8-8E22-86DB6B0CE3FD.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,8,1.26754E+12,20585/,20585/,20585/,20585/,20585/
666,IXMtest_D02_s9_w23CCDDB89-18B8-4D03-BA83-36FB3B81AC5E.tif,IXMtest_D02_s9_w1E5A1A6E8-44C5-4328-889B-5ED560F34BCE.tif,IXMtest_D02_s9_w5771F5A9A-3AA4-4F44-9817-DAE8F170EEEB.tif,IXMtest_D02_s9_w45C142B7B-9706-4200-87FC-5A8A399E5735.tif,IXMtest_D02_s9_w3AD7FC38F-A5BB-47B7-A7CB-C5F317A728F9.tif,compound,BRD-K94979336-001-06-9,11.24890976,H-BIOA-002-1,CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c12,D02,20585,IBMX,Biomol International Inc.,9,1.26754E+12,20585/,20585/,20585/,20585/,20585/
667,IXMtest_D03_s1_w2D4E1F021-BA20-4343-BAB7-B89D74C9B230.tif,IXMtest_D03_s1_w1C9F787C8-B24B-41B2-A515-A3FF8DDB1E02.tif,IXMtest_D03_s1_w5DD1F5FA8-92AB-44F1-B794-4475DA09546C.tif,IXMtest_D03_s1_w485C7B99D-A4F6-4246-9EC8-FD114DCB01E7.tif,IXMtest_D03_s1_w3499A5E63-98D6-467C-AA48-8B39000F98BB.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
668,IXMtest_D03_s2_w27B94D942-9CAB-41C4-9486-47837AC99688.tif,IXMtest_D03_s2_w191A3D409-AA7F-46B5-A9B4-1811CC3B4F0D.tif,IXMtest_D03_s2_w5F8301EA1-543D-40C0-8491-B80EC81D0F32.tif,IXMtest_D03_s2_w4D1154DA5-5491-49F1-B3E8-25882BC5177A.tif,IXMtest_D03_s2_w34B5589F5-F125-4E7D-9230-59B366118641.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
669,IXMtest_D03_s3_w27DB8CE57-6B60-46E5-966A-43706D03900D.tif,IXMtest_D03_s3_w1095349F3-C8CD-4E7C-BE5F-8DFA145BAB70.tif,IXMtest_D03_s3_w5CC9EE2EA-64F4-4E63-8213-4ED6CB0D0C44.tif,IXMtest_D03_s3_w46CAE4602-2AA8-4A2E-9F32-8CD895F6EFB7.tif,IXMtest_D03_s3_w34B8F01C6-0D3F-451B-88B8-E54A4073B622.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
670,IXMtest_D03_s4_w2E0CEC900-8EDA-4411-B69A-8D7559308345.tif,IXMtest_D03_s4_w1F70AB6E6-389E-41B8-815D-F59020EC9089.tif,IXMtest_D03_s4_w568897C57-A44C-4D49-BC61-B1FC098BFE1E.tif,IXMtest_D03_s4_w428F11C97-07BE-4A30-9B61-4015D4DFCE03.tif,IXMtest_D03_s4_w387B68FD3-500B-4D88-8BE8-66828A1D7FBA.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
671,IXMtest_D03_s5_w2BDE1B2DA-E694-4BD1-B2FF-4A83AAD7700D.tif,IXMtest_D03_s5_w1880656B3-4A87-4751-8A71-2B166818D11B.tif,IXMtest_D03_s5_w5B51DE707-DA6D-4EB6-9A20-0C9979BA4C4A.tif,IXMtest_D03_s5_w41716997B-25E6-44A7-A510-B6E2A32B7056.tif,IXMtest_D03_s5_w3F1894581-A69E-4AE0-B31E-E45502CE6A38.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,5,1.26754E+12,20585/,20585/,20585/,20585/,20585/
672,IXMtest_D03_s6_w20355EF10-A2F3-42E8-AF36-E60634E3D32E.tif,IXMtest_D03_s6_w13E3D4F5B-AFAF-4CE3-B14A-1CAAEFCC6161.tif,IXMtest_D03_s6_w54B6E3272-85C5-43F0-B00D-BF383A37EC9B.tif,IXMtest_D03_s6_w4116AD058-D1ED-4773-92D3-DC1F7FE972F1.tif,IXMtest_D03_s6_w37D14F4AF-1ED0-4F86-BCDF-B743729432EE.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,6,1.26754E+12,20585/,20585/,20585/,20585/,20585/
673,IXMtest_D03_s7_w28B759642-DF33-40A2-87D8-77F8677A4256.tif,IXMtest_D03_s7_w1B8E381FB-47DD-4995-8A2D-884ACCD8C81E.tif,IXMtest_D03_s7_w541AEDA92-2A0D-45C1-9094-F7053B55CB47.tif,IXMtest_D03_s7_w455588E06-0B34-4AF6-9936-20B1620E3B93.tif,IXMtest_D03_s7_w30C912B27-504E-4BD4-8ECE-44F991DB3B7F.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,7,1.26754E+12,20585/,20585/,20585/,20585/,20585/
674,IXMtest_D03_s8_w2C69DCE59-1EC6-4355-AA5A-66EBBA7AF551.tif,IXMtest_D03_s8_w1575676F5-DD2D-4DB7-B983-E57877C2C347.tif,IXMtest_D03_s8_w5E1227686-3F1C-471A-AE04-D99A46997475.tif,IXMtest_D03_s8_w45CF76EBE-8FBF-4F58-B3F6-6671E4838060.tif,IXMtest_D03_s8_w300306E08-C3A9-411C-98C6-D96FF4C405AE.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,8,1.26754E+12,20585/,20585/,20585/,20585/,20585/
675,IXMtest_D03_s9_w21882A52C-0B3B-4F4D-9F44-ECB050C27D86.tif,IXMtest_D03_s9_w10CB7C6FB-F888-460B-9477-99362C7C5160.tif,IXMtest_D03_s9_w5E5BB3C94-9E51-402E-BF8D-A10C9E4BD73E.tif,IXMtest_D03_s9_w4C7150613-840B-4486-A4F9-69B0C3755C17.tif,IXMtest_D03_s9_w30677884A-4330-434E-81C4-02F7C10D7156.tif,compound,BRD-K83064458-001-05-7,4.459973477,H-BIOA-002-1,Cn1c(=O)n(C)c2ncn(CCO)c2c1=O,D03,20585,Etofylline,Prestwick Chemical Inc.,9,1.26754E+12,20585/,20585/,20585/,20585/,20585/
676,IXMtest_D04_s1_w27E0251A4-43FD-4A1B-A436-5F7807C2E9BD.tif,IXMtest_D04_s1_w1763CE1E4-BDA5-4E1D-A2AB-02CEB7D24212.tif,IXMtest_D04_s1_w547D1A4BA-8154-4C2B-82D4-412ACD03A4D2.tif,IXMtest_D04_s1_w40211923F-7B57-4BBE-93B2-308054ADBB2C.tif,IXMtest_D04_s1_w3A8D6E175-2829-4112-83EA-EEBE3C9334F5.tif,compound,BRD-A47065382-001-02-9,10.31709722,H-BIOA-002-1,C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C,D04,20585,Huperzine A [(-)-Huperzine A],Biomol International Inc.,1,1.26754E+12,20585/,20585/,20585/,20585/,20585/
677,IXMtest_D04_s2_w20EC5700F-3F95-4782-8648-C4A0B0CF6157.tif,IXMtest_D04_s2_w1AD7C268E-69FE-4202-9F1A-1C960DA9354C.tif,IXMtest_D04_s2_w5E2A2E60D-4901-46D0-8EBC-565D787E5CBE.tif,IXMtest_D04_s2_w435EEB1E8-F1AB-4F50-B661-5DB42E1093BC.tif,IXMtest_D04_s2_w3466EA398-A641-4CD9-ADA8-A49BB4BBC3DE.tif,compound,BRD-A47065382-001-02-9,10.31709722,H-BIOA-002-1,C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C,D04,20585,Huperzine A [(-)-Huperzine A],Biomol International Inc.,2,1.26754E+12,20585/,20585/,20585/,20585/,20585/
678,IXMtest_D04_s3_w2E0C42619-7B31-4864-A6CA-00F82E6A798D.tif,IXMtest_D04_s3_w1FC65DBE8-83BB-450B-BE57-B10712BA788B.tif,IXMtest_D04_s3_w590BD984E-71A9-4989-AB23-BCFACA5C7010.tif,IXMtest_D04_s3_w4649A4E0B-002D-4846-AF00-F1C2FCFF9E7E.tif,IXMtest_D04_s3_w3D5702435-4BA1-4B4E-A55D-AD2B6A34712D.tif,compound,BRD-A47065382-001-02-9,10.31709722,H-BIOA-002-1,C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C,D04,20585,Huperzine A [(-)-Huperzine A],Biomol International Inc.,3,1.26754E+12,20585/,20585/,20585/,20585/,20585/
679,IXMtest_D04_s4_w2E6C130A0-8495-4CA6-9F59-317CA53F586C.tif,IXMtest_D04_s4_w12E7EE94B-3244-4C98-99CA-0F3A8294645F.tif,IXMtest_D04_s4_w5CC36E001-BF9F-46DF-A8D9-01F34D6982B0.tif,IXMtest_D04_s4_w41AE4F811-CD22-4057-844F-B2480F06C754.tif,IXMtest_D04_s4_w376F86718-406D-4C83-AB64-6AEB712B55B0.tif,compound,BRD-A47065382-001-02-9,10.31709722,H-BIOA-002-1,C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C,D04,20585,Huperzine A [(-)-Huperzine A],Biomol International Inc.,4,1.26754E+12,20585/,20585/,20585/,20585/,20585/
680,IXMtest_D04_s5_w2341ED8F2-2F46-4961-A5FE-369A702A91D1.tif,IXMtest_D04_s5_w1FD6D753B-8B50-4718-8F25-CC6A9B2BAB1C.tif,IXMtest_D04_s5_w5C0CA49D7-98CE-4237-9628-DFEF433F8662.tif,IXMtest_D04_s5_w45DC5EF0C-FA10-4C3F-8CBB-20A8E9BD737A.tif,IXMtest_D04_s5_w39FB71437-A0FC-413D-B29E-D50674E70AB9.tif,compound,BRD-A47065382-001-02-9,10.31709722,H-BIOA-002-1,C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C,D04,20585,Huperzine A [(-)-Huperzine A],Biomol International Inc.,5,1.26754E+12,20585/,20585/,20585/,20585/,20585/
681,IXMtest_D04_s6_w246D531AD-1F48-4AE8-98AB-313DDCCA0C03.tif,IXMtest_D04_s6_w180B6BA79-B74D-4B7E-B758-11C14813201B.tif,IXMtest_D04_s6_w574F8478F-F342-4040-9504-D206F32691B7.tif,IXMtest_D04_s6_w4A58C92E1-2037-4199-B991-2442B319B625.tif,IXMtest_D04_s6_w3561B4576-85B9-44B9-81F7-1C31DDAC5DC6.tif,compound,BRD-A47065382-001-02-9,10.31709722,H-BIOA-002-1,C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C,D04,20585,Huperzine A [(-)-Huperzine A],Biomol International Inc.,6,1.26754E+12,20585/,20585/,20585/,20585/,20585/
682,IXMtest_D04_s7_w263A75AC0-9E0A-42A5-981E-C2E352660836.tif,IXMtest_D04_s7_w12D3F39C4-B8B4-4B8F-AA79-F674AD8717F3.tif,IXMtest_D04_s7_w56813E02E-3B5E-45F3-A567-A9533C362523.tif,IXMtest_D04_s7_w442ACD60A-49BE-4FE3-BACA-C56AC09138D8.tif,IXMtest_D04_s7_w34F4C9CA3-293D-4BBB-A5E8-2A4CBC3DD69A.tif,compound,BRD-A47065382-001-02-9,10.31709722,H-BIOA-002-1,C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C,D04,20585,Huperzine A [(-)-Huperzine A],Biomol International Inc.,7,1.26754E+12,20585/,20585/,20585/,20585/,20585/
683,IXMtest_D04_s8_w24C289848-0C86-44B2-8487-DAAF0D3AAA9A.tif,IXMtest_D04_s8_w1F49BC656-1C27-4D18-BC8C-BAEFEE7378ED.tif,IXMtest_D04_s8_w5092F9FC8-4090-4F6B-AD1D-4B58135F3A79.tif,IXMtest_D04_s8_w43F35A696-5C57-4755-B006-F2134C0E12C6.tif,IXMtest_D04_s8_w3427E52B5-1679-4273-A088-BC93E9A0832F.tif,compound,BRD-A47065382-001-02-9,10.31709722,H-BIOA-002-1,C/C=C/1\\C2Cc3[nH]c(=O)ccc3C1(N)CC(=C2)C,D04,20585,Huperzine A [(-)-Huperzine A],Biomol International Inc.,8,1.26754E+12,20585/,20585/,20585/,20585/,20585/
